Norma Juridica,Tipo Organiz.,Nombre,Personalidad Juridica,Fecha Pers. Juridica,Insc. Registro Civil,LugarReunion,Ciudad,Full Address,Latitude,Longitude,Vigencia Directiva,Modif. Estatutos,Fecha Disolucion
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS COPAS DE AGUA,383,21/12/2017,269482,Las Cascada N°01790 Villa Camino del Alba,Temuco,Las Cascada N°01790 Villa Camino del Alba Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS ESTUDIANTES,384,04/01/2018,270588,Avda. Gabriela Mistral N° 1609 Barrio Las Encinas,Temuco,Avda. Gabriela Mistral N° 1609 Barrio Las Encinas Temuco ,-38.7288869,-72.622347,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PRADERAS DEL PORTAL,385,02/04/2018,275241,Calle Las Aralias N° 04083,Temuco,Calle Las Aralias N° 04083 Temuco ,-38.6865899,-72.6531248,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LA UNIÓN,386,17/04/2018,275240,"Calle Farellones N°02714, Villa Portal San Francisco",Temuco,"Calle Farellones N°02714, Villa Portal San Francisco Temuco ",-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PLAZAS DE CHIVILCAN,387,17/04/2018,275252,"Pasaje El Alero N°01671, Villa Plazas de Chivilcan",Temuco,"Pasaje El Alero N°01671, Villa Plazas de Chivilcan Temuco ",-38.715753,-72.6176663,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS PRADERAS DEL FUNDO,388,12/05/2018,279131,"Calle Los Fundadores N° 0105, Fundo El Carmen",Temuco,"Calle Los Fundadores N° 0105, Fundo El Carmen Temuco ",-38.7146846,-72.6545683,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS APACHETAS,389,06/08/2018,280616,"Calle Los Apachetas N° 0915 Block 10, Villa Andina",Temuco,"Calle Los Apachetas N° 0915 Block 10, Villa Andina Temuco ",-38.7132913,-72.6241748,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MILLAHUE,390,10/08/2018,282549,calle Millahue N°0600,Temuco,calle Millahue N°0600 Temuco ,-38.7459669,-72.6104855,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS PRESIDENTES DE LABRANZA,391,25/09/2018,283019,Pasaje Presidente Patricio Aylwin Azocar N° 0410 - Labranza,Temuco,Pasaje Presidente Patricio Aylwin Azocar N° 0410 - Labranza Temuco ,-38.7662225,-72.7503687,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CORDILLERA DE SANTA MARÍA,392,23/10/2018,283636,"Calle Volcán Villarrica N°01319, Hacienda Santa María de Labranza",Temuco,"Calle Volcán Villarrica N°01319, Hacienda Santa María de Labranza Temuco ",-38.7623035,-72.7734532,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS POBLACIÓN DE CARABINEROS,393,12/11/2018,284110,Avda. Prieto Norte N°230,Temuco,Avda. Prieto Norte N°230 Temuco ,-38.7339319,-72.6007573,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS ARQUITECTOS,394,11/04/2019,290554,calle Enrique Estevez N°4201,Temuco,calle Enrique Estevez N°4201 Temuco ,-38.7529387,-72.6622775,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PORTAL ALEGRIA DE LABRANZA,395,09/05/2019,291807,"Avenida Impetú N°550, Villa Portal de la Alegría, Labranza",Temuco,"Avenida Impetú N°550, Villa Portal de la Alegría, Labranza Temuco ",-38.771868,-72.7691811,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS UNIÓN SARITA GAJARDO,396,09/05/2019,291805,"calle Andrés Bello N°1625, Población Sarita Gajardo",Temuco,"calle Andrés Bello N°1625, Población Sarita Gajardo Temuco ",-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS OBISPOS DE JUAN PABLO,397,05/06/2019,292613,"calle Obispo Alejandro Menchaca Lira N°01274, Villa Juan Pablo II",Temuco,"calle Obispo Alejandro Menchaca Lira N°01274, Villa Juan Pablo II Temuco ",-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS BARRIO HOLANDESA,398,08/07/2019,298727,Avda. Holandesa N°0830,Temuco,Avda. Holandesa N°0830 Temuco ,-38.7376,-72.6145,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PARQUE RESIDENCIAL LAS GARZAS,399,16/08/2019,298726,"pasaje El Chañar N°3030, Villa Parque Residencial Las Garzas",Temuco,"pasaje El Chañar N°3030, Villa Parque Residencial Las Garzas Temuco ",-38.7658175,-72.6778131,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS NOGALES,400,10/10/2019,304447,"calle Tirso de Molina N°3820, Villa Los Nogales",Temuco,"calle Tirso de Molina N°3820, Villa Los Nogales Temuco ",-38.6993886,-72.5385018,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS BRISAS DE LABRANZA,401,09/12/2019,306818,"Calle Rio Achibueno N° 772, Villa Brisas De Labranza",Temuco,"Calle Rio Achibueno N° 772, Villa Brisas De Labranza Temuco ",-38.7658955,-72.7452182,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LAS PRADERAS DE LABRANZA,402,16/12/2019,307088,"calle Estero Tricao N° 9, Villa Las Praderas de Labranza",Temuco,"calle Estero Tricao N° 9, Villa Las Praderas de Labranza Temuco ",-38.7607029,-72.7579605,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MARTIN LUTERO,403,12/05/2020,312758,"Av. Martin Lutero N° 02571, Portal de la Frontera",Temuco,"Av. Martin Lutero N° 02571, Portal de la Frontera Temuco ",-38.750422,-72.6459328,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS POBLACIÓN LAVANDEROS,404,19/08/2021,321361,"calle Millahue N°0644, Población Lavanderos",Temuco,"calle Millahue N°0644, Población Lavanderos Temuco ",-38.7465001,-72.6111025,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALTOS DE AGUIRRE,405,25/08/2021,321332,"calle Rodrigo Martínez N°1353, Villa Altos de Aguirre, Labranza",Temuco,"calle Rodrigo Martínez N°1353, Villa Altos de Aguirre, Labranza Temuco ",-38.7662225,-72.7503687,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOMAS DE MIRASUR,406,01/10/2021,323111,Av. San Martín N°02390,Temuco,Av. San Martín N°02390 Temuco ,-38.7335327,-72.6357126,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ALTO LOMAS DE LABRANZA,407,19/10/2021,323732,"pasaje Cala N°1025, Labranza",Temuco,"pasaje Cala N°1025, Labranza Temuco ",-38.7599928,-72.7427976,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LA HACIENDA SANTA MARÍA,408,25/10/2021,324708,Emiliano Figueroa Larraín N°0835,Temuco,Emiliano Figueroa Larraín N°0835 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA NUESTRA SEÑORA DEL CARMEN,409,10/11/2021,325528,calle Jaime Castillo Velasco N°433,Temuco,calle Jaime Castillo Velasco N°433 Temuco ,-38.7121176,-72.6631249,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONDOMINIO DOÑA JAVIERA,410,07/12/2021,326086,"Javiera Carrera N°0760, Torre I, Dpto. N°503",Temuco,"Javiera Carrera N°0760, Torre I, Dpto. N°503 Temuco ",-38.716475,-72.6232066,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA VALPARAISO,411,13/12/2021,0,José Benavente N°01025,Temuco,José Benavente N°01025 Temuco ,-38.7312159,-72.5650551,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ANTUKUYEN,412,11/01/2022,327533,"calle Wenchuman N°1821, Villa Antukeyen",Temuco,"calle Wenchuman N°1821, Villa Antukeyen Temuco ",-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS FUNDADORES ARAUCANÍA,413,01/02/2022,331576,pasaje Rosa Rodríguez Riquelme N°04325,Temuco,pasaje Rosa Rodríguez Riquelme N°04325 Temuco ,-38.76626,-72.6753454,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LAS CUMBRES,414,03/05/2022,331376,"pasaje Tres Cruces N°805, Villa Las Cumbres",Temuco,"pasaje Tres Cruces N°805, Villa Las Cumbres Temuco ",-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALTOS DE SAN LUIS,415,19/07/2022,331693,Paseo del Sol esquina Lago Gris,Temuco,Paseo del Sol esquina Lago Gris Temuco ,-38.7591186,-72.7519188,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS PINOS,416,20/10/2022,338907,Los Pinos N°75,Temuco,Los Pinos N°75 Temuco ,-38.7526629,-72.6153732,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONDOMINIO SOL NACIENTE,417,10/11/2022,340815,"calle El Bosque N°0641, Torre E, Dpto. N°302",Temuco,"calle El Bosque N°0641, Torre E, Dpto. N°302 Temuco ",-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS COLÓN,418,19/12/2022,340918,Av. Cristóbal Colón N°0895,Temuco,Av. Cristóbal Colón N°0895 Temuco ,-38.7233411,-72.6114219,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SANTA MARÍA DE LABRANZA VII,419,27/02/2023,344474,La Chacra N°01405,Temuco,La Chacra N°01405 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA VECINOS NUEVOS TIEMPOS SAN ANTONIO,420,19/05/2023,347533,Claro Solar N°1499,Temuco,Claro Solar N°1499 Temuco ,-38.7405409,-72.5820127,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NEWEN RUKA,421,09/06/2023,348626,Lagos Gris N°531,Temuco,Lagos Gris N°531 Temuco ,-38.7590293,-72.7506531,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL MOLINO,422,19/06/2023,349577,Calle Misioneros N°4017,Temuco,Calle Misioneros N°4017 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVA VISTA HERMOSA,423,07/09/2023,353481,QUILACOYA N°0709,Temuco,QUILACOYA N°0709 Temuco ,-38.7271185,-72.6066289,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVA PADRE LUIS DE VALDIVIA,424,24/10/2023,355544,"Calle Volcán Nevados de Chillán N°0431, Padre Luis de Valdivia",Temuco,"Calle Volcán Nevados de Chillán N°0431, Padre Luis de Valdivia Temuco ",-38.7631817,-72.7704456,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS FILOSOFOS,425,27/11/2023,357034,Los Filósofos N°0647,Temuco,Los Filósofos N°0647 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ALONSO DE ERCILLA,426,20/12/2023,358024,Calle Ziem N°2303,Temuco,Calle Ziem N°2303 Temuco ,-38.7238282,-72.5659327,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONDOMINIO HACIENDA SAN SEBASTIAN,427,27/12/2023,358347,MISIONEROS N°4017,Temuco,MISIONEROS N°4017 Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS BRISAS DE LABRANZA 3,428,19/03/2024,361372,Río Truful Truful N°1061,Temuco,Río Truful Truful N°1061 Temuco ,-38.7668555,-72.742736,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CALLE A - AMANECER,429,27/03/2024,361700,Venecia N°01185,Temuco,Venecia N°01185 Temuco ,-38.7548104,-72.6219919,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA MARTÍN HIRIART,430,17/05/2024,0,Calle Misioneros N°4017,Temuco,Calle Misioneros N°4017 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
