Norma Juridica,Tipo Organiz.,Nombre,Personalidad Juridica,Fecha Pers. Juridica,Insc. Registro Civil,LugarReunion,Ciudad,Full Address,Latitude,Longitude,Vigencia Directiva,Modif. Estatutos,Fecha Disolucion
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA SAN PATRICIO,176,01/04/1993,117018,CALLE DARWIN N°2376,Temuco,CALLE DARWIN N°2376 Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SARITA GAJARDO,177,30/04/1993,117019,ANDRÉS BELLO N° 1625,Temuco,ANDRÉS BELLO N° 1625 Temuco ,-38.7430612,-72.5802796,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS COHUILGUE,178,04/05/1993,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SANTA LUCIA,179,14/05/1993,117021,LOS BOLDOS N°755,Temuco,LOS BOLDOS N°755 Temuco ,-38.7429854,-72.5767643,VENCIDA,20/02/2005,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA QUINTO CENTENARIO,180,02/06/1993,117022,12 DE OCTUBRE N°0530,Temuco,12 DE OCTUBRE N°0530 Temuco ,-38.7198507,-72.6156944,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 21 BARROS ARANA,181,21/06/1993,117023,ORELLA N°0232,Temuco,ORELLA N°0232 Temuco ,-38.7324044,-72.5763612,VENCIDA,15/11/2013,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SECTOR N° 3 DE CAMPOS DEPORTIVOS,182,09/07/1993,117024,EDUARDO BARRIOS N°230 CAMPOS DEPORTIVOS,Temuco,EDUARDO BARRIOS N°230 CAMPOS DEPORTIVOS Temuco ,-38.7383905,-72.5904598,VIGENTE,13/09/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 38 EL TRANSITO,183,06/10/1993,117025,RÍO DON N° 0611,Temuco,RÍO DON N° 0611 Temuco ,-38.7224492,-72.5548728,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PADRE ALBERTO HURTADO CRUCHAGA,184,20/10/1993,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LA PORTADA,185,21/10/1993,117027,PAILLAL N° 2455,Temuco,PAILLAL N° 2455 Temuco ,-38.7195007,-72.565163,VIGENTE,18/08/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA MANKEMALEN,186,07/12/1993,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LITVANYI,187,23/05/1994,117029,2 ORIENTE N° 2740,Temuco,2 ORIENTE N° 2740 Temuco ,-38.7237932,-72.5612355,VIGENTE,12/06/2004,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA FLORENCIA,188,27/05/1994,117030,PUERTO EDEN N°01855,Temuco,PUERTO EDEN N°01855 Temuco ,-38.7588201,-72.6347736,VIGENTE,29/05/1994,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA CAUTÍN,189,04/08/1994,117031,CAPRI N° 2002,Temuco,CAPRI N° 2002 Temuco ,-38.75435,-72.6144,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ANDINA NORTE,190,18/08/1994,117032,HUASQUINTA N°01180,Temuco,HUASQUINTA N°01180 Temuco ,-38.7107378,-72.626759,VIGENTE,27/09/2008,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA SAN EUGENIO,191,23/09/1994,117033,BOYECO N°0760,Temuco,BOYECO N°0760 Temuco ,-38.7168987,-72.621193,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MATTA SUR,192,25/10/1994,117034,SAN ANDRÉS N°1105,Temuco,SAN ANDRÉS N°1105 Temuco ,-38.7460892,-72.584554,VIGENTE,09/04/2000,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRUF - TRUF,193,02/11/1994,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS REMOLINOS MAQUEHUE,194,04/11/1994,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ARAUCANA,195,21/10/1994,117037,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA IRMA,196,11/11/1994,117038,PAVIA N°1710 VILLA IRMA,Temuco,PAVIA N°1710 VILLA IRMA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PANAMERICA SUR,197,10/11/1994,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA GALICIA I,198,28/11/1994,117040,PLUTÓN N° 02036 VILLA GALICIA I,Temuco,PLUTÓN N° 02036 VILLA GALICIA I Temuco ,-38.7537754,-72.6383085,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS ARAUCANOS,199,01/12/1994,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS HEROES DE LA CONCEPCIÓN,200,07/12/1994,117042,CARLOS MORALES N°01980,Temuco,CARLOS MORALES N°01980 Temuco ,-38.73931,-72.6310636,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PORVENIR,201,23/12/1994,117043,AV. HUERFANOS N°01459,Temuco,AV. HUERFANOS N°01459 Temuco ,-38.7169313,-72.5564132,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA NEHUEN,202,23/04/1995,117044,VILLA NEHUEN,Temuco,VILLA NEHUEN Temuco ,-38.7465679,-72.5831447,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VISTA HERMOSA,203,31/05/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PADRE ALBERTO HURTADO,204,12/07/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,17/03/2007
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA MAIPO,205,25/07/1995,117047,MARGA MARGA N°1710,Temuco,MARGA MARGA N°1710 Temuco ,-38.7528976,-72.6332653,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOMAS DE HUITRAN II,206,24/08/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS JUAN PABLO II,207,29/08/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS AMPLIACIÓN SANTA ELENA,208,22/09/1995,117050,MANUEL MONTT N°2008,Temuco,MANUEL MONTT N°2008 Temuco ,-38.740381,-72.574813,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS POBLACIÓN MEZA,209,06/11/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LAS ESTRELLAS,210,09/11/1995,117052,QUILACOYA N°0630,Temuco,QUILACOYA N°0630 Temuco ,-38.7273158,-72.6049146,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ALTOS DE SANTA ELENA DE MAIPO,211,27/11/1995,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS AMPLIACIÓN AMANECER,213,26/12/1995,117054,MILANO N° 01510,Temuco,MILANO N° 01510 Temuco ,-38.759757,-72.6261814,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 21 DE MAYO,215,29/12/1995,117056,PARMA N°1850 AMANECER,Temuco,PARMA N°1850 AMANECER Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS ECOLOGICOS,216,15/01/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LABRANZA SECTOR PONIENTE,217,18/01/1996,117058,PASAJA ROSA N°110,Temuco,PASAJA ROSA N°110 Temuco ,-38.7667693,-72.7599994,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONUN - HUENU,218,23/01/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALEMANA,219,30/01/1996,117060,,Temuco, Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PALACIO PUNTILLA,220,06/02/1996,117061,,Temuco, Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ESPINOZA ALTO,221,26/02/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS POBLACIÓN AURORA,222,11/03/1996,117063,3 NORTE N°01020,Temuco,3 NORTE N°01020 Temuco ,-38.7224767,-72.5619676,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALTAMIRA II,223,16/04/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS FRAY BARTOLOMÉ,224,29/04/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA EL BOSQUE,225,06/05/1996,117066,calle Alfonso Taito N°198,Temuco,calle Alfonso Taito N°198 Temuco ,-38.7222262,-72.6326846,VIGENTE,30/12/2022,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA SANTIAGO DOS,226,06/05/1996,117067,PABLO NERUDA N°0695,Temuco,PABLO NERUDA N°0695 Temuco ,-38.7173866,-72.6265972,VIGENTE,29/08/2010,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SANTA ISABEL,227,22/05/1996,117068,LAS VEGAS N°01656,Temuco,LAS VEGAS N°01656 Temuco ,-38.7205166,-72.6203102,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA EL SALAR,228,28/05/1996,117069,POZO AL MONTE N°0890,Temuco,POZO AL MONTE N°0890 Temuco ,-38.7134165,-72.6273826,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA QUINTA LA FRONTERA,229,16/06/1996,117070,QUITRATUE N°135,Temuco,QUITRATUE N°135 Temuco ,-38.7275966,-72.5630677,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS RISCOS 4,230,24/06/1996,117071,COYHAIQUE N° 0639,Temuco,COYHAIQUE N° 0639 Temuco ,-38.7183828,-72.6167573,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ZARAGOZA,231,05/08/1996,117072,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ANDINA DEPARTAMENTOS,232,16/08/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 1° DE MAYO,233,27/08/1996,117074,AV. JAVIERA CARRERA N° 0280,Temuco,AV. JAVIERA CARRERA N° 0280 Temuco ,-38.7210898,-72.6247176,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS VOLCANES DE VILLA ANDINA,234,30/09/1996,117075,CODPA N°02160,Temuco,CODPA N°02160 Temuco ,-38.7143353,-72.6261757,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ANDINA 2,235,07/10/1996,117076,CARIQUIÑA N°01230,Temuco,CARIQUIÑA N°01230 Temuco ,-38.7107998,-72.6239689,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS BOLDOS - RAMBERGA,236,08/10/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRUMPULU CHICO,237,09/10/1996,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LAUTARO,238,11/11/1996,117079,LAS ALEGRÍAS N°0297,Temuco,LAS ALEGRÍAS N°0297 Temuco ,-38.7208093,-72.6251651,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LA ESPAÑOLA,239,14/11/1996,0,12 DE OCTUBRE # 0530 VILLA QUINTO CENTENARIO,Temuco,12 DE OCTUBRE # 0530 VILLA QUINTO CENTENARIO Temuco ,25.791394,-100.333651,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CLOTARIO BLEST,240,14/11/1996,117081,ESTANISLAO S/N,Temuco,ESTANISLAO S/N Temuco ,-38.7373899,-72.6396324,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA TROMEN LAFQUEN,241,17/02/1997,117082,REHUE COYAN N° 0426,Temuco,REHUE COYAN N° 0426 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVA ESPERANZA,242,10/03/1997,117083,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PAMPA GANADEROS,243,05/04/1997,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,05/05/2007,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS CONDORES,244,04/08/1997,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS AMPLIACIÓN VICTORIA,245,14/10/1997,117086,LOS PARRONES N°02074,Temuco,LOS PARRONES N°02074 Temuco ,-38.718484,-72.6262545,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA AQUELARRE,246,19/11/1997,117087,LLAMAS N°1825,Temuco,LLAMAS N°1825 Temuco ,-38.7533259,-72.6207417,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA CRISTOBAL COLÓN,247,23/03/1998,117088,AILLAN MARILLAN N°115,Temuco,AILLAN MARILLAN N°115 Temuco ,-38.7204415,-72.6216246,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NEVADOS ANDINOS,248,30/03/1998,117089,INDEPENDENCIA N°0705,Temuco,INDEPENDENCIA N°0705 Temuco ,-38.7172745,-72.6187146,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ALTOS DE SAN ISIDRO,249,22/08/1998,117090,LOS ROBLES N° 0430-A,Temuco,LOS ROBLES N° 0430-A Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL SALITRE,251,18/01/1999,117092,TILAMA S/N,Temuco,TILAMA S/N Temuco ,-38.7116685,-72.6205284,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS CREADORES,252,17/03/1999,117093,LOS MUSICOS ESQ. LOS CREADORES S/N FUNDO EL CARMEN,Temuco,LOS MUSICOS ESQ. LOS CREADORES S/N FUNDO EL CARMEN Temuco ,-38.71667,-72.65183,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ABRAHAM LINCOLN,253,14/05/1999,117094,RÍO COLORADO N°0200,Temuco,RÍO COLORADO N°0200 Temuco ,-38.7510344,-72.6078422,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ANTUMALEN,254,09/11/1999,117095,ISLA GUAFO N° 03459,Temuco,ISLA GUAFO N° 03459 Temuco ,-38.7110824,-72.5482458,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA PARQUE ALCANTARA,255,23/12/1999,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS ALAMOS DE LABRANZA,256,29/02/2000,117097,LOS ALAMOS CON LOS LAURELES S/N - LABRANZA,Temuco,LOS ALAMOS CON LOS LAURELES S/N - LABRANZA Temuco ,-38.7662225,-72.7503687,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS UNIÓN LOS LAURELES,257,26/04/2000,117098,PEDRO DE VALDIVIA N° 02840,Temuco,PEDRO DE VALDIVIA N° 02840 Temuco ,-38.7123809,-72.6341408,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS PINOS,258,07/08/2000,117099,MON - REPOZ N° 27,Temuco,MON - REPOZ N° 27 Temuco ,-38.7703793,-72.760522,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVO AMANECER,259,25/09/2000,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ARQUENCO,260,25/06/2001,117101,ARCALAFQUEN S/N VILLA ARQUENCO,Temuco,ARCALAFQUEN S/N VILLA ARQUENCO Temuco ,-38.7104634,-72.6344308,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SAN GABRIEL DE BOTROLHUE,261,23/07/2001,117102,CAMINO LABRANZA KM. 7.5,Temuco,CAMINO LABRANZA KM. 7.5 Temuco ,-38.7631603,-72.725001,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MI CASA,262,06/08/2001,117103,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS POBLACIÓN LLAIMA,263,20/08/2001,117104,CALBUCO N° 699 - POBLACIÓN LLAIMA,Temuco,CALBUCO N° 699 - POBLACIÓN LLAIMA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA CAUTÍN 2,264,10/09/2001,117105,VICENCIA CON ASINARA S/N,Temuco,VICENCIA CON ASINARA S/N Temuco ,-38.7531378,-72.6129264,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL PARQUE,265,28/11/2001,117106,ENRIQUE RODO S/N,Temuco,ENRIQUE RODO S/N Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL CARMEN,266,14/01/2002,117107,JORGE TEILLER N°0520,Temuco,JORGE TEILLER N°0520 Temuco ,-38.7103219,-72.6599497,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA CONAVICOOP,267,07/05/2002,117108,VOLCÁN VILLARRICA N° 0472,Temuco,VOLCÁN VILLARRICA N° 0472 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ISRAEL INDUSTRIAL,268,27/06/2002,0,SUECIA N°03827,Temuco,SUECIA N°03827 Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS RISCOS 3,269,12/08/2002,117110,COYHAIQUE N° 0690 PEDRO DE VALDIVIA,Temuco,COYHAIQUE N° 0690 PEDRO DE VALDIVIA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVA GALICIA,270,01/10/2002,117111,VENUS N°2404,Temuco,VENUS N°2404 Temuco ,-38.7571119,-72.6377502,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA CAUPOLICAN,271,17/01/2003,117112,FRANCISCO COLIHUINCA N°01927,Temuco,FRANCISCO COLIHUINCA N°01927 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SAUCES DE TROMEN MALLIN,272,25/07/2003,117113,CURIÑANCO N°40,Temuco,CURIÑANCO N°40 Temuco ,-38.7242392,-72.6220698,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS FUTURO,273,29/09/2003,117114,AV. ARGENTINA N°0131,Temuco,AV. ARGENTINA N°0131 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS POETAS,274,22/12/2003,117115,PORTALES N°2030,Temuco,PORTALES N°2030 Temuco ,-38.7399978,-72.5737608,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS GABRIEL MILLAHUEL - RAPA,275,29/01/2004,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PLAZAS DE CHIVILCAN,276,09/02/2004,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVO MUNDO,277,11/03/2004,117118,TEGUCIGALPA N° 3381,Temuco,TEGUCIGALPA N° 3381 Temuco ,-38.7074561,-72.5471846,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUESTRA SEÑORA DEL CARMEN,278,08/06/2004,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS UNIÓN PLAZAS DE CHIVILCAN,279,21/06/2004,117120,SERGIO GAJARDO N°01339,Temuco,SERGIO GAJARDO N°01339 Temuco ,-38.7193563,-72.6083023,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA DEL RÍO,280,12/08/2004,117121,RÍO COLORADO N°02746,Temuco,RÍO COLORADO N°02746 Temuco ,-38.7188313,-72.5551543,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALLIPEN,281,17/08/2004,117122,CALPUCURA N° 402,Temuco,CALPUCURA N° 402 Temuco ,-38.7323066,-72.571871,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS INDEPENDENCIA,282,10/09/2004,117123,PUNTILLA N° 0740,Temuco,PUNTILLA N° 0740 Temuco ,-38.7370437,-72.5655531,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS LAGOS DEL VALLE VERDE,283,07/10/2004,117124,LAGO PEÑUELA N° 401,Temuco,LAGO PEÑUELA N° 401 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS BOTROLHUE SUR,284,11/02/2005,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ALTOS DE PUMALAL,285,09/03/2005,117126,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SAN ANDRES,286,16/03/2005,117127,GABRIELA MISTRAL N°0291,Temuco,GABRIELA MISTRAL N°0291 Temuco ,-38.7272065,-72.6026292,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS JARDINES DE LABRANZA,287,18/04/2005,117128,LOS TULIPANES N°760 - LABRANZA,Temuco,LOS TULIPANES N°760 - LABRANZA Temuco ,-38.7586554,-72.7429944,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS PIONEROS,288,06/08/2005,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA SAN ANDRES III,289,10/05/2006,117130,GETSEMANI N°401,Temuco,GETSEMANI N°401 Temuco ,-38.7247405,-72.6053455,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS VERTIENTES DEL CARMEN,290,02/11/2006,117131,LOS MUSICOS N°0890,Temuco,LOS MUSICOS N°0890 Temuco ,-38.7070993,-72.665717,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA NORAMBUENA,292,20/12/2006,117133,PUERTO EDEN N° 01885,Temuco,PUERTO EDEN N° 01885 Temuco ,-38.7590708,-72.6348587,VIGENTE,,
